,PdDistrict,DayOfWeek,AvgTemp,NFLGameDay,Month,MonthPeriod,Crimes
789,9,5,15,0,5,0,0
12375,4,1,17,0,9,1,1
20120,9,0,13,0,0,1,0
15693,2,4,17,0,7,1,0
7740,0,0,13,0,3,0,1
3284,4,3,17,1,9,2,1
17661,0,0,17,0,8,1,1
2514,4,3,14,0,4,2,1
14684,3,1,14,0,1,0,0
12577,6,3,15,1,10,1,0
18698,7,6,15,0,3,2,2
17706,5,5,26,0,9,0,0
2653,3,3,16,0,5,2,0
15799,8,3,19,1,8,2,0
19439,8,3,18,1,8,0,0
9258,7,6,11,0,1,0,1
6227,7,3,17,0,5,0,1
18442,1,2,11,0,1,1,1
17311,0,0,14,0,6,2,1
8791,1,0,16,0,10,0,1
11880,9,3,17,0,6,2,0
19773,2,2,13,0,10,2,0
12881,0,6,11,0,1,0,1
14028,7,0,23,0,8,1,2
5006,6,4,17,0,9,0,0
6214,4,2,18,0,5,0,1
11249,8,2,11,0,2,0,0
9777,6,2,19,0,4,2,0
16144,3,3,11,1,10,2,0
7982,2,1,17,0,4,1,0
5257,7,1,11,0,10,1,1
20965,4,2,17,0,6,2,1
16942,1,6,12,0,4,0,0
17135,4,1,19,0,5,2,0
11070,9,5,13,0,1,0,0
13836,5,3,16,0,7,2,0
17601,0,2,16,0,8,0,1
14919,8,6,11,0,2,1,0
19799,8,1,12,1,10,1,0
13098,7,6,13,0,2,1,2
9986,5,2,17,0,5,1,0
270,0,3,12,0,1,1,1
3301,1,5,13,0,9,1,0
20824,3,2,21,0,5,2,1
6843,3,2,16,0,9,0,0
12041,0,6,18,0,7,2,1
12264,3,4,19,0,9,0,1
14368,7,4,9,0,11,0,2
7990,0,5,15,0,4,1,0
5406,6,5,14,0,11,1,0
15700,9,4,17,0,7,1,0
712,2,5,20,0,4,1,0
5783,3,0,8,0,2,0,1
12471,0,4,14,1,10,2,1
4409,9,3,14,0,5,0,0
11688,7,1,16,0,5,0,1
11409,8,1,13,0,3,2,0
5260,0,5,13,0,10,1,1
5920,0,0,12,0,3,0,0
18973,2,6,16,0,5,2,1
17874,3,0,14,0,10,0,2
5411,1,6,13,0,11,1,1
19145,4,2,17,0,6,2,1
550,0,3,13,0,3,2,1
16251,0,4,9,0,11,2,0
3241,1,6,23,0,9,2,1
4005,5,5,12,0,2,1,0
18443,2,2,11,0,1,1,1
10169,8,6,15,0,7,0,0
19861,0,1,7,0,11,0,0
8493,3,6,23,0,8,0,1
20328,7,0,14,0,2,0,2
3264,4,0,16,0,9,2,1
9321,0,6,12,0,1,2,1
20684,3,2,17,0,4,2,1
5061,1,6,17,0,9,2,1
8444,4,0,19,0,7,1,1
11109,8,2,13,0,1,0,0
2098,8,3,11,0,1,1,0
14187,6,3,19,1,9,1,0
7001,1,1,13,0,10,2,0
7292,2,5,11,0,0,0,0
11928,7,0,15,0,6,1,2
3671,1,4,7,0,0,2,0
4968,8,3,19,1,8,1,0
16758,7,0,11,0,2,1,2
16352,1,3,11,1,0,0,2
10629,8,3,16,0,10,0,0
4416,6,1,19,0,5,2,0
20320,9,4,15,0,2,0,1
15466,5,5,16,0,6,2,0
8940,0,2,9,0,11,0,1
21665,4,2,16,0,10,1,1
15005,4,0,10,0,3,0,0
15578,7,2,19,0,6,1,1
22,2,6,10,0,0,0,1
2934,4,3,18,0,7,0,0
14540,9,3,10,1,0,0,0
15513,2,3,17,0,6,2,0
6597,7,5,17,0,7,1,2
15127,6,6,20,0,4,0,0
18511,0,2,12,0,2,0,0
15175,4,1,13,0,4,2,0
12489,8,0,12,0,10,2,1
4833,3,1,18,0,8,0,0
20453,2,4,14,0,3,0,0
16814,3,4,10,0,3,0,1
17900,9,3,19,0,10,0,0
20935,4,6,19,0,6,0,1
15760,9,6,21,0,8,0,1
8022,2,0,15,0,5,0,0
56,6,2,12,0,0,2,0
3412,2,2,15,0,10,2,0
10416,5,3,17,1,8,1,0
2855,5,2,20,0,6,1,0
400,0,2,13,0,2,1,0
2986,6,0,20,0,7,2,0
12764,3,0,10,0,0,2,2
19471,0,4,19,0,8,2,0
10251,0,0,18,0,7,1,0
6605,5,6,16,0,7,1,0
20217,6,1,12,0,1,2,0
14736,5,2,13,0,1,2,0
18946,5,3,14,0,5,0,0
11632,1,6,16,0,4,1,0
11582,1,0,14,0,4,2,0
12914,3,2,14,0,1,2,1
21902,1,5,13,0,0,2,1
17950,9,0,15,0,10,2,0
16817,6,4,10,0,3,0,0
12664,3,5,10,0,11,1,1
6554,4,0,17,0,7,2,1
8780,0,4,14,0,10,0,1
13017,6,5,9,0,2,0,0
19179,8,5,17,0,6,1,0
7258,8,0,7,0,11,1,0
16853,2,1,13,0,3,2,0
15053,2,6,15,0,3,2,0
5781,1,0,8,0,2,0,1
12241,0,5,16,0,8,1,1
18851,0,0,15,0,4,2,2
13856,5,5,28,0,7,1,0
19068,7,0,22,0,5,1,2
7233,3,6,11,0,11,1,1
16104,3,6,13,0,10,2,1
11736,5,3,18,0,5,2,0
14514,3,0,7,0,11,1,1
519,9,6,12,0,3,2,0
1755,5,1,10,0,11,1,0
4508,8,6,18,0,5,1,0
18818,7,1,14,0,4,2,1
12919,8,2,14,0,1,2,0
16903,2,2,20,0,3,1,0
5263,3,5,13,0,10,1,1
1069,9,5,21,0,7,0,0
8340,0,5,17,0,7,0,0
8419,9,5,20,0,7,1,1
17221,0,6,17,0,5,1,1
16867,6,5,14,0,3,2,0
6611,1,4,16,0,7,1,0
18744,3,1,19,0,3,1,1
665,5,4,13,0,4,2,0
17161,0,4,15,0,5,2,0
13796,5,6,16,0,7,2,0
21449,8,0,19,0,9,2,0
716,6,5,20,0,4,1,0
5780,0,0,8,0,2,0,0
12787,6,3,12,0,0,2,0
21009,8,6,21,0,6,1,0
1699,9,5,10,0,11,0,0
12035,4,5,17,0,7,2,0
12164,3,1,19,0,8,2,1
1877,7,2,13,0,0,0,1
19632,1,2,17,0,9,2,1
21267,6,1,21,0,8,2,0
7320,0,0,6,0,0,2,1
9724,3,1,13,0,4,2,0
21379,8,0,27,0,9,0,0
6800,0,5,14,0,9,0,0
4916,6,5,16,0,8,2,0
7065,5,3,14,1,10,2,0
7140,0,1,11,0,11,2,0
2979,9,4,19,0,7,2,1
15546,5,6,18,0,6,1,0
12141,0,2,19,0,8,0,1
13750,9,0,16,0,6,1,0
12762,1,0,10,0,0,2,0
8990,0,4,9,0,11,2,0
6861,1,1,16,0,9,2,1
8168,8,0,17,0,5,1,0
14476,5,1,10,0,11,1,0
14155,4,4,19,0,9,1,0
8128,8,1,18,0,5,1,0
12627,6,0,9,0,11,2,0
18838,7,6,14,0,4,2,2
18932,1,2,18,0,5,0,0
6592,2,5,17,0,7,1,1
8672,2,3,16,1,9,0,0
19468,7,6,19,0,8,2,2
91,1,6,14,0,0,1,1
2577,7,2,16,0,4,1,2
14280,9,5,16,0,10,2,0
10866,5,6,11,0,11,1,0
8384,4,2,16,0,7,2,1
17233,2,4,17,0,5,1,1
19526,5,5,17,0,9,0,0
13464,3,0,21,0,5,0,1
15389,8,1,15,0,5,1,0
21722,1,0,13,0,11,2,1
9819,8,6,15,0,4,1,0
18285,4,4,12,0,0,1,1
4260,0,3,16,0,4,0,1
3896,6,0,12,0,1,1,0
21678,7,3,14,0,10,1,1
1349,9,5,17,0,8,1,0
14283,2,6,14,0,10,2,1
16700,9,2,12,0,2,0,0
21390,9,2,26,0,9,0,0
3777,7,3,11,0,0,1,2
19379,8,1,21,0,8,0,0
3740,0,4,11,0,0,1,1
325,5,0,11,0,2,0,1
4050,0,3,13,0,2,1,0
21114,3,3,21,0,7,0,1
12280,9,0,18,0,9,0,1
13894,3,2,17,0,7,1,0
7705,5,1,13,0,3,0,0
20784,3,5,19,0,5,0,1
12229,8,3,21,1,8,2,0
2762,2,4,18,0,6,0,0
3581,1,5,11,0,11,1,0
19404,3,4,19,0,8,0,1
7105,5,4,9,0,10,1,0
6372,2,1,16,0,6,0,1
7244,4,4,10,0,11,1,0
14128,7,1,16,0,9,2,1
11877,6,3,17,0,6,2,0
5062,2,6,17,0,9,2,0
3602,2,4,12,0,11,1,0
16274,3,2,8,0,11,2,1
11179,8,2,13,0,1,1,0
11856,5,0,16,0,6,0,0
6948,8,5,13,0,9,1,1
7756,6,2,14,0,3,0,0
9638,7,2,10,0,3,2,2
14712,1,4,11,0,1,0,0
9212,1,2,12,0,0,1,0
8897,7,1,11,0,10,1,1
14962,1,1,16,0,3,0,0
19515,4,1,19,0,8,1,1
10435,4,5,18,0,8,1,1
15145,4,0,13,0,4,0,1
9761,0,0,26,0,4,2,0
21355,4,6,23,0,9,0,1
10766,5,3,13,1,10,1,0
9574,3,3,12,0,3,0,1
6017,7,3,13,0,3,1,2
22373,2,3,14,0,3,2,0
2956,6,5,19,0,7,2,0
7869,9,6,14,0,4,0,1
19365,4,3,20,0,7,1,1
11934,3,2,16,0,6,1,1
12106,5,5,19,0,8,0,0
9670,9,5,13,0,3,1,0
5409,9,5,14,0,11,1,0
9611,0,4,17,0,3,2,0
7520,0,4,9,0,1,1,1
1103,3,2,19,0,7,0,0
21635,4,6,15,0,10,1,1
12198,7,4,21,0,8,2,2
2276,6,4,12,0,3,0,0
18559,8,6,13,0,2,2,0
4690,0,1,17,0,7,0,0
1558,8,5,14,0,10,2,0
18357,6,4,9,0,1,0,0
2488,8,4,14,0,4,2,0
20567,6,1,16,0,3,1,0
20830,9,2,21,0,5,2,0
3523,3,6,13,0,11,0,1
4542,2,3,17,0,6,0,0
21591,0,2,16,0,10,2,0
3400,0,0,14,0,10,2,1
20818,7,0,18,0,5,2,2
22129,8,6,13,0,2,0,0
14049,8,3,23,1,8,1,0
14050,9,3,23,1,8,1,0
2272,2,4,12,0,3,0,1
2374,4,3,11,0,3,2,1
10844,3,1,9,0,11,1,1
13520,9,6,16,0,5,2,1
14404,3,1,13,0,11,2,1
14911,0,6,11,0,2,1,0
8728,8,0,18,0,9,2,0
12598,7,5,5,0,11,0,0
12823,2,4,11,0,0,1,0
9843,2,2,13,0,4,1,0
292,2,5,10,0,2,0,1
11028,7,0,12,0,0,1,1
17983,2,5,13,0,10,1,0
22225,4,2,18,0,2,1,1
11392,1,3,15,0,3,0,0
2870,0,1,17,0,7,0,0
16401,0,0,11,0,0,2,1
13126,5,2,14,0,2,1,0
11401,0,1,13,0,3,2,0
9964,3,4,16,0,5,1,1
17521,0,0,17,0,7,1,1
16298,7,1,8,0,11,1,1
9727,6,1,13,0,4,2,0
21490,9,5,17,0,9,1,0
18281,0,4,12,0,0,1,1
13231,0,6,12,0,3,1,0
14864,3,0,11,0,2,2,2
13201,0,3,12,0,3,2,0
21142,1,6,20,0,7,2,1
4879,9,0,16,0,8,0,0
18819,8,1,14,0,4,2,0
10542,1,2,15,0,9,2,1
17500,9,5,16,0,7,1,1
21506,5,4,19,0,9,1,0
20247,6,4,13,0,1,2,0
10420,9,3,17,1,8,1,0
16730,9,5,13,0,2,2,1
4418,8,1,19,0,5,2,0
10002,1,1,21,0,6,0,0
4647,7,6,17,0,6,1,1
14741,0,3,10,0,1,2,0
21320,9,2,22,0,8,2,0
12007,6,2,19,0,7,0,0
356,6,1,12,0,2,2,0
19674,3,6,14,0,9,1,1
11553,2,5,13,0,4,2,1
686,6,2,13,0,4,2,0
12989,8,2,13,0,1,1,0
4584,4,4,19,0,6,2,1
837,7,3,17,0,5,2,1
7013,3,5,13,0,10,2,1
8458,8,2,19,0,7,1,0
14264,3,1,20,0,10,2,1
22364,3,2,14,0,3,2,1
10198,7,2,17,0,7,0,2
1726,6,0,10,0,11,2,0
21448,7,0,19,0,9,2,2
19178,7,5,17,0,6,1,2
2362,2,2,13,0,3,2,0
15574,3,2,19,0,6,1,1
18849,8,4,15,0,4,2,0
3179,9,6,17,0,8,1,1
10284,3,1,21,0,8,0,1
16381,0,6,11,0,0,2,0
14542,1,1,6,0,0,0,0
18085,4,0,9,0,11,2,0
18659,8,2,14,0,3,0,0
12445,4,1,13,0,10,0,0
14580,9,4,11,0,0,2,1
4223,3,6,17,0,4,0,2
1067,7,5,21,0,7,0,1
17212,1,5,17,0,5,1,1
9633,2,2,10,0,3,2,0
7379,9,6,9,0,0,1,0
8101,1,2,14,0,5,2,1
11258,7,3,11,0,2,0,1
9858,7,3,13,0,5,0,2
10940,9,6,9,0,0,0,1
20029,8,6,13,0,0,0,0
6967,7,4,16,0,10,0,1
21912,1,6,13,0,0,1,1
6166,6,1,14,0,4,1,0
6461,1,6,19,0,6,1,1
3061,1,2,27,0,8,0,0
889,9,0,28,0,5,1,0
966,6,2,18,0,6,2,0
10481,0,3,18,1,9,0,1
15004,3,0,10,0,3,0,1
1963,3,1,11,0,1,0,1
11317,6,2,11,0,2,1,0
9850,9,2,13,0,4,1,1
12062,1,0,20,0,7,1,1
9319,8,5,11,0,1,2,0
1909,9,5,11,0,0,2,0
8353,3,6,17,0,7,0,0
21997,6,4,15,0,1,0,0
9508,7,3,12,0,2,1,1
18179,8,3,9,1,11,1,0
14934,3,0,12,0,2,1,1
19159,8,3,16,0,6,2,0
2835,5,4,18,0,6,1,0
9735,4,5,17,0,4,2,1
11455,4,2,15,0,3,2,1
10005,4,1,21,0,6,0,0
7213,3,1,9,0,11,1,0
7605,5,0,11,0,2,0,0
975,5,3,18,0,6,2,0
2268,8,6,12,0,2,1,0
3770,0,3,11,0,0,1,1
15704,3,0,17,0,7,1,1
2838,8,4,18,0,6,1,0
132,2,3,13,0,0,1,0
10131,0,3,16,0,6,1,0
581,1,6,12,0,3,1,0
21404,3,1,24,1,9,2,1
9716,5,3,12,0,4,0,0
9035,4,5,8,0,11,1,0
6839,9,0,14,0,9,0,0
393,3,0,12,0,2,1,1
10218,7,1,18,0,7,2,2
6558,8,0,17,0,7,2,0
9301,0,1,11,0,1,2,1
2803,3,1,21,0,6,2,1
13181,0,0,14,0,3,0,1
3928,8,1,14,0,2,0,0
19437,6,3,18,1,8,0,0
19236,5,1,16,0,7,0,0
8401,1,1,19,0,7,2,1
4036,6,0,12,0,2,1,0
21152,1,4,20,0,7,1,0
20242,1,4,13,0,1,2,1
8183,3,3,16,0,6,0,2
10469,8,0,18,0,9,0,1
225,5,5,11,0,1,2,0
11426,5,6,9,0,3,2,0
4211,1,5,16,0,4,0,0
11690,9,1,16,0,5,0,1
21742,1,3,13,1,11,2,1
6777,7,2,18,0,8,1,2
4613,3,3,19,0,6,2,0
19320,9,5,20,0,7,2,0
20996,5,5,22,0,6,1,0
8593,3,2,16,0,8,1,1
11366,5,4,12,0,3,0,0
21088,7,4,18,0,7,0,2
18920,9,4,14,0,4,1,0
16588,7,5,12,0,1,1,1
18968,7,5,16,0,5,2,2
21864,3,0,14,0,0,0,2
12872,1,5,11,0,1,0,0
17142,1,5,18,0,5,2,0
5008,8,4,17,0,9,0,0
16797,6,5,14,0,3,0,0
3403,3,0,14,0,10,2,2
3515,5,5,12,0,11,0,0
3883,3,4,12,0,1,1,1
12190,9,6,19,0,8,2,1
22320,9,1,14,0,3,2,0
6755,5,4,18,0,8,1,0
19913,2,2,10,0,11,2,1
2908,8,4,18,0,7,0,1
17987,6,5,13,0,10,1,0
4261,1,3,16,0,4,0,0
8071,1,6,21,0,5,2,0
18328,7,1,9,0,1,0,1
2423,3,0,14,0,3,1,2
1231,1,0,18,0,8,0,0
5264,4,5,13,0,10,1,1
17166,5,4,15,0,5,2,0
6163,3,1,14,0,4,1,1
11377,6,0,11,0,3,0,0
3548,8,0,13,0,11,0,0
18098,7,2,7,0,11,2,2
21004,3,6,21,0,6,1,1
17710,9,5,26,0,9,0,1
21755,4,1,16,0,11,1,1
7548,8,2,11,0,1,1,0
5481,1,6,12,0,0,2,0
22285,4,0,14,0,3,0,1
22344,3,4,19,0,3,2,1
1159,9,4,20,0,7,1,1
6895,5,4,18,0,9,2,0
11930,9,0,15,0,6,1,0
5501,1,0,13,0,0,2,0
16158,7,1,11,0,10,1,1
8047,7,3,15,0,5,0,1
809,9,4,13,0,5,2,0
22271,0,4,15,0,3,0,1
13600,9,4,16,0,6,0,0
2650,0,3,16,0,5,2,1
15232,1,3,13,0,4,1,1
22382,1,1,19,0,3,1,0
8789,9,4,14,0,10,0,1
3190,0,0,16,0,9,0,1
3620,0,2,9,0,11,1,0
9894,3,4,22,0,5,2,1
19551,0,0,21,0,9,0,0
15205,4,4,15,0,4,2,1
3650,0,5,9,0,0,2,1
14524,3,2,10,0,0,0,2
16396,5,4,11,0,0,2,0
21451,0,2,22,0,9,2,0
4070,0,5,14,0,3,0,1
8290,0,4,18,0,6,1,0
1394,4,3,17,1,9,0,1
5976,6,6,13,0,3,2,0
3370,0,5,14,0,10,0,0
21822,1,1,11,0,0,0,2
14865,4,0,11,0,2,2,0
20732,1,4,19,0,4,1,1
18612,1,5,13,0,3,0,0
17768,7,1,18,0,9,2,2
1764,4,5,12,0,11,1,1
1054,4,1,18,0,7,0,1
16750,9,4,11,0,2,1,1
15617,6,6,17,0,7,0,0
19472,1,4,19,0,8,2,1
15381,0,1,15,0,5,1,1
8856,6,4,15,0,10,2,0
7002,2,1,13,0,10,2,0
12143,2,2,19,0,8,0,0
7903,3,3,20,0,4,0,1
12231,0,1,16,0,8,1,0
13334,3,2,14,0,4,0,1
1736,6,2,14,0,11,2,0
13451,0,4,20,0,5,0,0
13993,2,5,18,0,8,1,1
11539,8,3,15,0,4,0,0
1568,8,6,15,0,10,2,1
462,2,0,11,0,3,0,0
743,3,0,14,0,4,1,1
8414,4,5,20,0,7,1,1
22342,1,4,19,0,3,2,1
3994,4,1,13,0,2,1,1
17180,9,0,17,0,5,2,0
12571,0,3,15,1,10,1,0
8817,7,3,17,1,10,0,1
9308,7,1,11,0,1,2,1
10654,3,6,16,0,10,2,1
6284,4,2,17,0,5,2,1
16603,2,4,14,0,1,1,1
12944,3,5,12,0,1,1,1
20606,5,0,18,0,4,0,0
20184,3,0,12,0,1,0,2
8536,6,3,18,0,8,0,0
5494,4,4,12,0,0,2,1
12726,5,1,11,0,0,2,0
13644,3,5,19,0,6,2,1
16773,2,3,11,0,2,1,0
19204,3,0,17,0,6,1,1
17187,6,2,22,0,5,2,0
8648,8,4,15,0,9,0,1
10471,0,2,18,0,9,0,1
8281,1,6,17,0,6,1,1
4335,5,3,17,0,4,1,0
10813,2,0,12,0,11,2,0
16528,7,6,14,0,1,0,2
16795,4,5,14,0,3,0,0
21384,3,2,26,0,9,0,1
5114,4,1,16,0,9,1,2
7174,4,4,14,1,11,2,0
8587,7,0,18,0,8,1,1
18482,1,6,10,0,2,0,0
13306,5,6,13,0,4,0,0
18002,1,4,16,0,10,1,0
5212,2,4,16,0,10,2,0
3641,1,1,11,0,0,0,0
9952,1,6,14,0,5,1,0
9034,3,5,8,0,11,1,0
21122,1,1,18,0,7,2,1
21,1,6,10,0,0,0,1
3718,8,1,9,0,0,1,0
13391,0,0,13,0,4,1,1
16969,8,0,13,0,4,0,0
2902,2,4,18,0,7,0,1
18420,9,6,9,0,1,2,0
14507,6,4,8,0,11,1,0
5534,4,1,12,0,0,1,1
15439,8,2,17,0,6,0,0
11042,1,3,10,0,0,1,0
779,9,1,17,0,5,0,1
16498,7,3,11,0,0,1,2
7420,0,1,13,0,1,0,1
19121,0,4,16,0,6,2,0
16712,1,1,10,0,2,2,0
6528,8,5,19,0,7,0,0
3431,1,1,11,0,10,1,1
21856,5,4,13,0,0,0,0
11981,0,4,19,0,7,0,0
21420,9,5,21,0,9,2,0
14445,4,0,12,0,11,2,1
3622,2,2,9,0,11,1,0
4259,9,2,16,0,4,0,1
4725,5,4,18,0,7,2,0
1469,9,3,18,1,9,2,0
13322,1,0,14,0,4,0,0
19881,0,6,9,0,11,2,1
15612,1,6,17,0,7,0,0
9112,1,6,9,0,0,0,0
20913,2,1,17,0,6,0,0
14532,1,3,10,1,0,0,0
17610,9,2,16,0,8,0,0
18505,4,0,11,0,2,0,1
8424,4,6,19,0,7,1,0
368,8,5,12,0,2,2,0
20630,9,3,17,0,4,0,0
11785,4,0,17,0,5,1,0
9607,6,6,13,0,3,2,0
6382,2,5,16,0,6,2,0
13112,1,0,13,0,2,1,0
9491,0,2,14,0,2,1,1
64,4,3,14,0,0,2,0
21892,1,1,13,0,0,2,1
11384,3,2,12,0,3,0,1
4210,0,5,16,0,4,0,1
14371,0,0,11,0,11,0,0
16791,0,5,14,0,3,0,0
17780,9,5,17,0,9,2,0
1721,1,0,10,0,11,2,1
21776,5,6,13,0,11,1,0
5324,4,1,11,0,11,2,1
4060,0,1,11,0,3,0,1
7280,0,1,12,0,0,0,0
10683,2,2,20,0,10,2,0
1824,4,1,8,0,0,0,1
10972,1,3,9,0,0,2,0
15742,1,5,17,0,8,0,0
2355,5,0,12,0,3,2,0
20845,4,1,18,0,5,1,0
3758,8,0,11,0,0,1,1
3232,2,5,22,0,9,2,1
19744,3,6,16,0,10,2,1
1918,8,6,11,0,0,1,0
7246,6,4,10,0,11,1,0
18561,0,4,11,0,2,1,1
1569,9,6,15,0,10,2,1
1831,1,5,9,0,0,0,1
8539,9,3,18,0,8,0,1
1242,2,2,18,0,8,0,1
12708,7,2,8,0,11,1,1
22197,6,6,16,0,2,2,0
9351,0,2,9,0,1,1,1
14858,7,4,12,0,2,0,1
14317,6,2,10,0,10,2,0
4656,6,4,17,0,6,1,0
15196,5,6,14,0,4,2,0
12522,1,5,14,0,10,1,0
8998,8,4,9,0,11,2,0
16529,8,6,14,0,1,0,0
15059,8,6,15,0,3,2,0
11914,3,4,16,0,6,1,1
15028,7,3,12,0,3,0,1
1325,5,3,24,1,8,1,0
8343,3,5,17,0,7,0,0
20523,2,4,15,0,3,2,0
16330,9,4,11,0,11,1,0
8893,3,1,11,0,10,1,1
4859,9,6,16,0,8,0,1
7490,0,1,12,0,1,2,1
20091,0,6,13,0,0,1,1
17975,4,1,12,0,10,1,1
11859,8,0,16,0,6,0,0
20802,1,4,17,0,5,2,1
16908,7,2,20,0,3,1,2
1222,2,4,19,0,8,0,0
1777,7,6,14,0,11,1,1
20753,2,2,16,0,4,1,0
17762,1,1,18,0,9,2,1
21128,7,1,18,0,7,2,2
15723,2,3,16,0,7,1,1
11133,2,5,11,0,1,2,1
15332,1,6,17,0,5,2,0
16886,5,4,17,0,3,2,0
15383,2,1,15,0,5,1,0
13863,2,6,23,0,7,1,0
8701,1,6,15,0,9,2,0
21658,7,0,13,0,10,1,2
6400,0,4,19,0,6,2,1
18845,4,4,15,0,4,2,1
20533,2,0,14,0,3,2,0
748,8,0,14,0,4,1,0
7271,1,3,9,1,11,1,0
5246,6,3,14,1,10,2,0
1259,9,3,17,1,8,0,0
7173,3,4,14,1,11,2,1
21603,2,3,16,1,10,2,0
1888,8,3,12,0,0,2,0
14378,7,0,11,0,11,0,1
711,1,5,20,0,4,1,0
12470,9,6,15,0,10,2,1
21516,5,0,16,0,9,1,0
16485,4,2,11,0,0,1,1
20731,0,4,19,0,4,1,0
224,4,5,11,0,1,2,2
13660,9,6,19,0,6,2,0
7937,7,6,13,0,4,2,1
16293,2,1,8,0,11,1,0
4808,8,0,17,0,7,1,0
3329,9,4,12,0,9,1,0
3293,3,1,13,0,9,1,0
378,8,6,13,0,2,2,0
11484,3,5,12,0,3,1,1
14315,4,2,10,0,10,2,1
14247,6,2,16,0,10,0,0
18198,7,5,10,0,0,0,1
11882,1,1,16,0,6,2,1
3845,5,3,12,0,1,2,0
12085,4,3,17,0,7,1,1
17298,7,6,18,0,6,2,1
5551,1,6,10,0,0,1,1
21720,9,4,15,0,11,2,0
13777,6,1,17,0,7,0,0
8296,6,4,18,0,6,1,0
15394,3,5,15,0,5,1,1
1794,4,0,8,0,11,1,0
18858,7,0,15,0,4,2,2
5917,7,4,11,0,3,0,2
18785,4,0,22,0,4,0,1
15017,6,2,11,0,3,0,0
13039,8,4,13,0,2,2,0
5024,4,2,15,0,9,0,2
14029,8,0,23,0,8,1,0
12270,9,4,19,0,9,0,1
1658,8,0,12,0,10,1,0
212,2,1,11,0,1,2,0
18687,6,5,12,0,3,2,0
14078,7,6,21,0,9,0,2
15684,3,6,18,0,7,1,1
4419,9,1,19,0,5,2,0
21858,7,4,13,0,0,0,2
5193,3,5,17,0,10,2,1
13927,6,5,18,0,8,0,0
9551,0,0,11,0,3,0,1
8526,6,2,17,0,8,0,0
2166,6,3,16,0,2,0,0
3110,0,4,18,0,8,2,0
13901,0,3,17,0,7,1,0
14195,4,1,17,0,10,0,1
792,2,6,13,0,5,2,0
233,3,6,11,0,1,2,1
2220,0,2,17,0,2,2,0
17290,9,5,17,0,6,0,0
18933,2,2,18,0,5,0,1
209,9,3,8,0,1,0,0
9330,9,6,12,0,1,2,1
19642,1,3,14,1,9,2,0
22390,9,1,19,0,3,1,0
21851,0,4,13,0,0,0,1
4498,8,5,18,0,5,1,0
14639,8,6,13,0,0,1,0
9505,4,3,12,0,2,1,0
2413,3,4,18,0,3,1,1
6598,8,5,17,0,7,1,0
20101,0,4,14,0,0,1,0
16324,3,4,11,0,11,1,1
11014,3,4,13,0,0,1,1
834,4,3,17,0,5,2,0
9063,2,0,7,0,11,1,0
8074,4,6,21,0,5,2,1
17638,7,5,15,0,8,2,2
9455,4,5,13,0,2,2,2
9810,9,5,14,0,4,1,1
6035,5,5,16,0,4,0,0
12537,6,6,14,0,10,1,0
13289,8,1,15,0,4,0,0
10606,5,0,18,0,9,1,0
16552,1,2,11,0,1,2,1
13163,2,6,14,0,3,0,1
14986,5,6,12,0,3,0,0
1220,0,4,19,0,8,0,0
12955,4,6,13,0,1,1,0
9957,6,6,14,0,5,1,0
20303,2,6,17,0,2,0,1
6552,2,0,17,0,7,2,1
11375,4,0,11,0,3,0,1
1387,7,2,16,0,9,0,1
2001,1,0,11,0,1,0,1
5609,9,1,12,0,1,0,0
11907,6,6,15,0,6,1,0
4581,1,4,19,0,6,2,0
16409,8,0,11,0,0,2,0
9677,6,6,12,0,3,1,0
22267,6,6,14,0,3,0,0
2523,3,1,16,0,4,1,1
14182,1,3,19,1,9,1,0
22046,5,5,13,0,1,2,0
7259,9,0,7,0,11,1,0
21108,7,2,18,0,7,0,2
17538,7,2,16,0,7,1,2
3078,8,3,26,0,8,0,0
20898,7,2,19,0,5,1,2
7460,0,0,14,0,1,0,0
15260,9,5,14,0,4,1,0
17953,2,2,15,0,10,2,0
4782,2,6,18,0,7,1,0
14398,7,3,13,1,11,0,1
21221,0,4,20,0,8,0,0
4381,1,0,15,0,5,0,2
19387,6,5,19,0,8,0,0
14781,0,4,9,0,1,1,0
16698,7,2,12,0,2,0,2
6404,4,4,19,0,6,2,1
14435,4,4,8,1,11,2,0
7642,2,5,12,0,2,2,1
8067,7,5,17,0,5,2,2
6452,2,5,21,0,6,1,1
3308,8,5,13,0,9,1,0
2165,5,3,16,0,2,0,0
8809,9,2,18,0,10,0,1
22273,2,4,15,0,3,0,0
3803,3,6,11,0,1,0,2
14750,9,3,10,0,1,2,1
20312,1,4,15,0,2,0,1
17003,2,5,13,0,4,2,0
10618,7,2,17,0,10,0,2
20588,7,6,24,0,3,1,2
20298,7,5,14,0,2,0,2
17408,7,3,17,0,6,1,2
12962,1,4,14,0,1,1,0
21264,3,1,21,0,8,2,1
7637,7,1,13,0,2,2,1
10122,1,2,18,0,6,1,1
10196,5,2,17,0,7,0,0
14230,9,4,20,0,10,0,0
6854,4,3,18,1,9,0,0
10619,8,2,17,0,10,0,0
11239,8,0,11,0,2,0,0
22393,2,5,14,0,3,1,0
1386,6,2,16,0,9,0,0
21582,1,0,16,0,10,2,1
17885,4,2,16,0,10,0,1
20191,0,2,13,0,1,0,0
16680,9,4,12,0,2,0,0
17603,2,2,16,0,8,0,0
3095,5,5,21,0,8,2,0
16080,9,3,12,1,10,0,0
3285,5,3,17,1,9,2,0
